timestamp,airquality_raw,dust,humidity,light,sound,source,temperature,city
2015-03-20 17:00:00,23,1461.61,45.7,209,2692,ci4yfbbdb000d03zzoq8kjdl0,20.2,San Francisco
2015-03-20 18:00:00,23,1255.57,52.5,147,2668,ci4yfbbdb000d03zzoq8kjdl0,19.7,San Francisco
2015-03-20 19:00:00,28,1062.38,56.2,24,2616,ci4yfbbdb000d03zzoq8kjdl0,18.9,San Francisco
2015-03-20 20:00:00,25,1582.14,57.5,0,2608,ci4yfbbdb000d03zzoq8kjdl0,17.9,San Francisco
2015-03-20 21:00:00,26,1513.52,61.0,0,2684,ci4yfbbdb000d03zzoq8kjdl0,18.6,San Francisco
2015-03-20 22:00:00,23,1689.34,63.0,0,2600,ci4yfbbdb000d03zzoq8kjdl0,17.1,San Francisco
2015-03-20 23:00:00,25,1471.53,61.3,0,2636,ci4yfbbdb000d03zzoq8kjdl0,18.4,San Francisco
2015-03-21 00:00:00,24,1652.56,63.4,0,2652,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-03-21 01:00:00,23,1179.86,63.1,0,2484,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-03-21 02:00:00,25,1416.79,60.1,0,2552,ci4yfbbdb000d03zzoq8kjdl0,18.9,San Francisco
2015-03-21 03:00:00,26,1455.44,59.4,0,2624,ci4yfbbdb000d03zzoq8kjdl0,19.1,San Francisco
2015-03-21 04:00:00,26,992.58,58.9,0,2540,ci4yfbbdb000d03zzoq8kjdl0,19.0,San Francisco
2015-03-21 05:00:00,24,1167.39,62.9,0,2712,ci4yfbbdb000d03zzoq8kjdl0,18.5,San Francisco
2015-03-21 06:00:00,24,1315.44,63.6,0,2556,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
2015-03-21 07:00:00,25,1019.86,64.1,31,2584,ci4yfbbdb000d03zzoq8kjdl0,18.3,San Francisco
2015-03-21 08:00:00,26,1187.02,61.3,103,2608,ci4yfbbdb000d03zzoq8kjdl0,18.7,San Francisco
2015-03-21 09:00:00,26,1022.11,59.6,191,2656,ci4yfbbdb000d03zzoq8kjdl0,19.3,San Francisco
2015-03-21 10:00:00,27,1244.47,56.6,301,2564,ci4yfbbdb000d03zzoq8kjdl0,19.6,San Francisco
2015-03-21 11:00:00,27,1370.23,56.1,295,2684,ci4yfbbdb000d03zzoq8kjdl0,21.2,San Francisco
2015-03-21 12:00:00,31,992.43,52.8,474,2648,ci4yfbbdb000d03zzoq8kjdl0,23.1,San Francisco
2015-03-21 13:00:00,30,1324.23,48.5,1478,2524,ci4yfbbdb000d03zzoq8kjdl0,24.2,San Francisco
2015-03-21 14:00:00,26,1672.96,35.0,4057,2696,ci4yfbbdb000d03zzoq8kjdl0,28.7,San Francisco
2015-03-21 15:00:00,26,1349.87,44.7,477,2708,ci4yfbbdb000d03zzoq8kjdl0,25.3,San Francisco
2015-03-21 16:00:00,24,1431.17,52.0,322,2708,ci4yfbbdb000d03zzoq8kjdl0,21.5,San Francisco
2015-03-21 17:00:00,24,1528.44,55.6,241,2672,ci4yfbbdb000d03zzoq8kjdl0,19.9,San Francisco
2015-03-21 18:00:00,24,1285.0,56.3,129,2560,ci4yfbbdb000d03zzoq8kjdl0,19.3,San Francisco
2015-03-21 19:00:00,23,1156.56,56.9,6,2620,ci4yfbbdb000d03zzoq8kjdl0,18.9,San Francisco
2015-03-21 20:00:00,23,888.24,56.2,0,2664,ci4yfbbdb000d03zzoq8kjdl0,18.7,San Francisco
2015-03-21 21:00:00,24,1351.28,57.8,0,2548,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
