timestamp,airquality_raw,city,dust,humidity,light,sound,temperature
2015-03-01 08:00:00,26.6404096199314,Shanghai,1691.98072704588,45.7452277031191,1034.56268507592,1526.01711339249,10.8434717594078
2015-03-01 09:00:00,27.0987424594721,Shanghai,1760.97576239081,40.4296466424449,2011.71221762721,1583.96479943534,13.002060869253
2015-03-01 10:00:00,26.6526621800727,Shanghai,1746.36057065648,37.5163770627323,2441.0735190257,1646.09049485889,13.9622258609182
2015-03-01 11:00:00,26.7533970615294,Shanghai,1851.9731547445,35.8320548817326,2667.55057890374,1651.34693956696,14.9686064245247
2015-03-01 12:00:00,27.0007627501965,Shanghai,1860.28857602592,33.4065166898767,2590.25804945198,1674.94294689672,16.4929087861548
2015-03-01 13:00:00,26.6584569189855,Shanghai,1913.63975280791,31.5423005521812,2214.3423668518,1664.15066648196,17.2782768391982
2015-03-01 14:00:00,26.7976811731844,Shanghai,1953.76445568153,31.7079953428039,1527.15651578671,1659.8577065817,16.9029364483503
2015-03-01 15:00:00,27.2524525544569,Shanghai,1857.33553422107,31.8395024847195,889.873337297863,1640.99722613444,16.6298186558876
2015-03-01 16:00:00,27.2448719524694,Shanghai,1902.52107791727,33.0275792619139,437.867352727519,1650.64260757385,15.8181341768658
2015-03-01 17:00:00,27.4899733478569,Shanghai,1872.2256306274,34.4930943186663,72.0371764997581,1618.19213260849,15.0414202296785
2015-03-01 18:00:00,28.8518043239145,Shanghai,1866.65229089172,37.9803840431506,3.15441309648206,1594.41255054354,14.3167862623184
2015-03-01 19:00:00,29.2050582465421,Shanghai,1860.06587681071,40.1042551461339,2.56123419064596,1586.08547245065,13.7486148265311
2015-03-01 20:00:00,29.3293128245356,Shanghai,1901.87837521343,41.0541240272705,2.2619552846063,1577.35602190221,13.512086474712
2015-03-01 21:00:00,29.6982020956654,Shanghai,1913.58523525357,41.5694773408614,1.76537823282227,1573.8193663179,13.3482985426873
2015-03-01 22:00:00,29.8751341306164,Shanghai,1934.96991881392,41.8631425062958,0.731582848281741,1586.00102697019,13.3055951767885
2015-03-01 23:00:00,30.2692459693904,Shanghai,1921.20481259944,41.7801202047741,0.421666666666667,1561.5248396945,13.2942913696037
2015-03-02 00:00:00,30.70042861153,Shanghai,1886.28007651026,42.1563090966938,0.0,1552.11726847515,13.164286798967
2015-03-02 01:00:00,31.1350968874654,Shanghai,1898.8274785109,42.7675089806808,0.0,1520.65824986722,13.1198889110579
2015-03-02 02:00:00,31.3614193489811,Shanghai,1898.53817193188,43.8612578320015,0.0,1539.09848761933,12.7043050237545
2015-03-02 03:00:00,31.4655909187037,Shanghai,1906.38245850911,44.8824734208349,0.0,1498.06884686296,12.1259116806103
2015-03-02 04:00:00,32.217903671581,Shanghai,1975.34036374944,45.8819582934787,0.0,1507.59207247423,11.6705896631269
2015-03-02 05:00:00,32.4936348016819,Shanghai,2053.34594562235,47.071657287296,0.0,1513.102642048,11.1977578423207
2015-03-02 06:00:00,32.7135991979453,Shanghai,2108.40975268426,47.3576355400798,64.5866793094369,1502.19647733606,11.0664335431133
2015-03-02 07:00:00,32.5186976392374,Shanghai,2075.78973303767,45.3628489692983,377.873725725712,1520.6887667505,11.8440003740684
2015-03-02 08:00:00,32.9381165982072,Shanghai,2067.81371802627,41.8877979129081,992.101975188156,1596.14075945403,13.1180780417623
2015-03-02 09:00:00,32.0351284268378,Shanghai,2260.12836240004,37.4546597576594,1575.38703244645,1654.7675711789,14.4467485111091
2015-03-02 10:00:00,27.4292748687108,Shanghai,2601.67520699118,33.9052619706295,2939.4839020407,1659.38219703855,15.4971901327038
2015-03-02 11:00:00,24.7453586488231,Shanghai,2549.66669327405,30.4324211477529,3437.99773214253,1704.12416277383,16.6238022940702
2015-03-02 12:00:00,24.2148927243441,Shanghai,2400.62867318529,27.5680154491904,3569.85875601115,1711.83921713621,18.1542535779659
2015-03-02 13:00:00,24.1029594968999,Shanghai,2425.46433476955,28.2680487143028,2512.13285618698,1763.34067180695,17.5102002062308
2015-03-02 14:00:00,23.9131258045153,Shanghai,2366.9636345515,30.91947389924,1532.02911936686,1769.54782204033,16.4172931140631
2015-03-02 15:00:00,24.4158517418484,Shanghai,2403.3249329307,34.8834938638294,1253.82509312905,1717.66983286626,16.0999248886092
2015-03-02 16:00:00,24.6557688541813,Shanghai,2225.26082157145,37.2972525397422,665.291041474028,1700.89238730535,15.7881805719158
2015-03-02 17:00:00,25.0685949899785,Shanghai,2253.52364860303,40.4288943949024,120.53018579299,1679.97448762295,14.900992906584
2015-03-02 18:00:00,26.1722865336775,Shanghai,2198.45102047001,43.4838966141442,0.636154308466682,1667.24191746147,14.18247603721
2015-03-02 19:00:00,25.833175074513,Shanghai,2054.36898478977,44.2224819768162,0.00324074074074074,1653.37222106884,14.1354583004063
2015-03-02 20:00:00,25.3113215830701,Shanghai,1762.01532400218,44.3577261052838,0.0,1656.98227636654,14.2766656193176
2015-03-02 21:00:00,25.6024850724327,Shanghai,1630.11538384774,45.4067132438125,0.316445397603486,1624.57330525553,14.2953440512165
2015-03-02 22:00:00,26.1591619326677,Shanghai,1595.82883886286,50.1850217884225,0.521987627756859,1624.78188428376,13.9519639777003
2015-03-02 23:00:00,26.6549532130903,Shanghai,1645.03201751407,54.1889326080801,0.0,1573.14449449103,13.7367569901397
2015-03-03 00:00:00,28.1308496762269,Shanghai,1727.82149161581,58.2666774206575,0.0,1535.19862435004,13.6553881378938
2015-03-03 01:00:00,29.2970915809204,Shanghai,1670.65023552323,57.9846608249763,0.0,1501.80753471764,14.0188092217849
