timestamp,airquality_raw,dust,humidity,light,sound,source,temperature,city
2015-01-31 16:00:00-08:00,22.8681992337165,779.799124521073,20.9218582375479,58.2795019157088,1546.71455938697,ci4yfbbdb000d03zzoq8kjdl0,25.5616283524904,San Francisco
2015-01-31 17:00:00-08:00,22.5499042145594,548.428658045977,25.0361973180077,10.5465517241379,1583.63601532567,ci4yfbbdb000d03zzoq8kjdl0,24.0331704980843,San Francisco
2015-01-31 18:00:00-08:00,24.5577586206897,946.371433908046,34.5833237547893,0.0,1537.48812260536,ci4yfbbdb000d03zzoq8kjdl0,21.8472126436782,San Francisco
2015-01-31 19:00:00-08:00,27.4840038314176,610.923804597701,39.2057567049808,0.0,1577.25287356322,ci4yfbbdb000d03zzoq8kjdl0,20.8402873563218,San Francisco
2015-01-31 20:00:00-08:00,29.160074886799,674.90608158556,41.5012183410459,0.0,1556.20452057521,ci4yfbbdb000d03zzoq8kjdl0,19.8098024580783,San Francisco
2015-01-31 21:00:00-08:00,27.7830459770115,883.116119731801,44.9302873563218,0.0,1526.83793103448,ci4yfbbdb000d03zzoq8kjdl0,19.2027681992337,San Francisco
2015-01-31 22:00:00-08:00,24.9441570881226,853.921892720306,50.1731704980843,0.627586206896552,1483.27394636015,ci4yfbbdb000d03zzoq8kjdl0,18.5942911877395,San Francisco
2015-01-31 23:00:00-08:00,24.6065134099617,722.042318965517,51.466877394636,0.0,1490.09923371648,ci4yfbbdb000d03zzoq8kjdl0,18.1132662835249,San Francisco
2015-02-01 00:00:00-08:00,25.463122605364,562.373630268199,52.4961206896552,0.0,1488.46973180077,ci4yfbbdb000d03zzoq8kjdl0,17.5590325670498,San Francisco
2015-02-01 01:00:00-08:00,25.8528735632184,518.351022030651,53.7427586206897,0.0,1475.12567049808,ci4yfbbdb000d03zzoq8kjdl0,17.2882375478927,San Francisco
2015-02-01 02:00:00-08:00,23.3513409961686,556.032566091954,55.1481609195402,0.0,1474.74636015326,ci4yfbbdb000d03zzoq8kjdl0,17.4118869731801,San Francisco
2015-02-01 03:00:00-08:00,23.2612068965517,553.992366858237,55.0808812260536,0.0,1461.1153256705,ci4yfbbdb000d03zzoq8kjdl0,17.0530651340996,San Francisco
2015-02-01 04:00:00-08:00,22.9759920634921,582.329431650246,55.2764915161467,0.0,1471.24622331691,ci4yfbbdb000d03zzoq8kjdl0,16.5723652162014,San Francisco
2015-02-01 05:00:00-08:00,23.4770114942529,679.254115900383,55.0529022988506,0.0,1462.22107279694,ci4yfbbdb000d03zzoq8kjdl0,16.2399904214559,San Francisco
2015-02-01 06:00:00-08:00,23.4198275862069,566.419017241379,56.1820019157088,0.738888888888889,1461.06513409962,ci4yfbbdb000d03zzoq8kjdl0,15.758285440613,San Francisco
2015-02-01 07:00:00-08:00,23.7041187739464,691.248728927203,57.4762164750958,26.9675287356322,1454.24674329502,ci4yfbbdb000d03zzoq8kjdl0,15.9527011494253,San Francisco
2015-02-01 08:00:00-08:00,24.117337164751,770.722311302682,58.1255076628352,87.7166666666667,1465.42528735632,ci4yfbbdb000d03zzoq8kjdl0,16.649683908046,San Francisco
2015-02-01 09:00:00-08:00,24.777969348659,547.635276819923,56.2839655172414,194.347988505747,1481.9816091954,ci4yfbbdb000d03zzoq8kjdl0,17.6375478927203,San Francisco
2015-02-01 10:00:00-08:00,23.5064176245211,579.118667624521,52.7012164750958,299.51867816092,1489.79923371648,ci4yfbbdb000d03zzoq8kjdl0,18.2448275862069,San Francisco
2015-02-01 11:00:00-08:00,24.5171455938697,587.612874521073,48.5156609195402,396.859578544061,1499.71494252874,ci4yfbbdb000d03zzoq8kjdl0,19.3724616858238,San Francisco
2015-02-01 12:00:00-08:00,25.8978927203065,1133.96049904215,43.2798084291188,4927.62605363985,1535.79923371648,ci4yfbbdb000d03zzoq8kjdl0,22.3617816091954,San Francisco
2015-02-01 13:00:00-08:00,29.2581417624521,710.904942528736,29.2220210727969,2637.42021072797,1574.10651340996,ci4yfbbdb000d03zzoq8kjdl0,27.6753352490421,San Francisco
2015-02-01 14:00:00-08:00,25.9998084291188,591.447131226054,29.5603256704981,334.151915708812,1522.2275862069,ci4yfbbdb000d03zzoq8kjdl0,23.3404597701149,San Francisco
2015-02-01 15:00:00-08:00,25.3917624521073,482.45432183908,29.7467049808429,190.879310344828,1542.63333333333,ci4yfbbdb000d03zzoq8kjdl0,23.4064272030651,San Francisco
2015-02-01 16:00:00-08:00,26.848275862069,455.576624521073,30.8720402298851,87.9788314176245,1529.3367816092,ci4yfbbdb000d03zzoq8kjdl0,23.1359291187739,San Francisco
2015-02-01 17:00:00-08:00,26.1927203065134,476.74739559387,36.9816762452107,10.7652298850575,1510.91302681992,ci4yfbbdb000d03zzoq8kjdl0,21.5065229885057,San Francisco
2015-02-01 18:00:00-08:00,24.3883141762452,633.47630651341,45.674837164751,0.0,1497.25287356322,ci4yfbbdb000d03zzoq8kjdl0,19.669214559387,San Francisco
2015-02-01 19:00:00-08:00,26.5535440613027,630.579751915709,46.9719157088123,0.752298850574713,1490.83409961686,ci4yfbbdb000d03zzoq8kjdl0,19.5548659003831,San Francisco
2015-02-01 20:00:00-08:00,28.3892720306513,952.735197318008,46.1828448275862,0.468007662835249,1487.04367816092,ci4yfbbdb000d03zzoq8kjdl0,19.5351915708812,San Francisco
2015-02-01 21:00:00-08:00,29.464367816092,953.052345785441,46.1730363984674,0.0,1506.74980842912,ci4yfbbdb000d03zzoq8kjdl0,19.2044444444444,San Francisco
