timestamp,airquality_raw,dust,humidity,light,sound,source,temperature,city
2015-01-31 16:00:00,21,154.35,18.0,31,1056,ci4yfbbdb000d03zzoq8kjdl0,25.1,San Francisco
2015-01-31 17:00:00,20,85.97,19.5,0,1136,ci4yfbbdb000d03zzoq8kjdl0,22.6,San Francisco
2015-01-31 18:00:00,22,64.94,31.3,0,1180,ci4yfbbdb000d03zzoq8kjdl0,21.2,San Francisco
2015-01-31 19:00:00,26,140.34,35.7,0,1128,ci4yfbbdb000d03zzoq8kjdl0,20.3,San Francisco
2015-01-31 20:00:00,28,106.66,40.3,0,1104,ci4yfbbdb000d03zzoq8kjdl0,19.4,San Francisco
2015-01-31 21:00:00,24,209.19,40.9,0,1064,ci4yfbbdb000d03zzoq8kjdl0,18.8,San Francisco
2015-01-31 22:00:00,24,228.77,47.8,0,1060,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-01-31 23:00:00,23,243.89,50.6,0,1024,ci4yfbbdb000d03zzoq8kjdl0,17.7,San Francisco
2015-02-01 00:00:00,24,94.14,51.8,0,1092,ci4yfbbdb000d03zzoq8kjdl0,17.3,San Francisco
2015-02-01 01:00:00,24,206.35,52.5,0,980,ci4yfbbdb000d03zzoq8kjdl0,17.1,San Francisco
2015-02-01 02:00:00,22,205.56,54.6,0,1160,ci4yfbbdb000d03zzoq8kjdl0,17.3,San Francisco
2015-02-01 03:00:00,22,198.5,54.6,0,1012,ci4yfbbdb000d03zzoq8kjdl0,16.9,San Francisco
2015-02-01 04:00:00,22,36.74,54.8,0,1020,ci4yfbbdb000d03zzoq8kjdl0,16.4,San Francisco
2015-02-01 05:00:00,22,212.92,54.5,0,1096,ci4yfbbdb000d03zzoq8kjdl0,15.9,San Francisco
2015-02-01 06:00:00,22,173.79,55.4,0,1028,ci4yfbbdb000d03zzoq8kjdl0,15.5,San Francisco
2015-02-01 07:00:00,23,221.76,56.3,0,1056,ci4yfbbdb000d03zzoq8kjdl0,15.8,San Francisco
2015-02-01 08:00:00,23,225.14,57.4,44,1084,ci4yfbbdb000d03zzoq8kjdl0,16.0,San Francisco
2015-02-01 09:00:00,24,120.59,54.1,92,1048,ci4yfbbdb000d03zzoq8kjdl0,17.1,San Francisco
2015-02-01 10:00:00,22,20.5,48.9,158,1156,ci4yfbbdb000d03zzoq8kjdl0,18.0,San Francisco
2015-02-01 11:00:00,23,110.46,45.3,233,1048,ci4yfbbdb000d03zzoq8kjdl0,18.7,San Francisco
2015-02-01 12:00:00,24,127.89,32.9,228,948,ci4yfbbdb000d03zzoq8kjdl0,20.1,San Francisco
2015-02-01 13:00:00,27,54.99,25.0,353,1128,ci4yfbbdb000d03zzoq8kjdl0,23.9,San Francisco
2015-02-01 14:00:00,25,134.9,28.2,230,1080,ci4yfbbdb000d03zzoq8kjdl0,23.2,San Francisco
2015-02-01 15:00:00,24,71.49,28.3,125,1192,ci4yfbbdb000d03zzoq8kjdl0,23.3,San Francisco
2015-02-01 16:00:00,26,159.64,28.7,26,1232,ci4yfbbdb000d03zzoq8kjdl0,22.6,San Francisco
2015-02-01 17:00:00,24,134.59,32.5,0,1084,ci4yfbbdb000d03zzoq8kjdl0,20.2,San Francisco
2015-02-01 18:00:00,24,132.9,44.4,0,1152,ci4yfbbdb000d03zzoq8kjdl0,19.4,San Francisco
2015-02-01 19:00:00,24,114.4,45.2,0,1036,ci4yfbbdb000d03zzoq8kjdl0,19.4,San Francisco
2015-02-01 20:00:00,28,166.02,45.2,0,1036,ci4yfbbdb000d03zzoq8kjdl0,19.2,San Francisco
2015-02-01 21:00:00,29,240.38,45.1,0,1152,ci4yfbbdb000d03zzoq8kjdl0,19.0,San Francisco
2015-02-01 22:00:00,28,165.52,46.8,0,492,ci4yfbbdb000d03zzoq8kjdl0,18.4,San Francisco
2015-02-01 23:00:00,28,65.92,46.9,0,940,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-02-02 00:00:00,28,97.64,47.9,0,1036,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
2015-02-02 01:00:00,26,20.58,48.5,0,1068,ci4yfbbdb000d03zzoq8kjdl0,17.7,San Francisco
2015-02-02 02:00:00,25,43.82,50.6,0,1064,ci4yfbbdb000d03zzoq8kjdl0,17.2,San Francisco
2015-02-02 03:00:00,24,56.45,51.5,0,1208,ci4yfbbdb000d03zzoq8kjdl0,17.1,San Francisco
2015-02-02 04:00:00,25,102.32,51.7,0,1160,ci4yfbbdb000d03zzoq8kjdl0,16.6,San Francisco
2015-02-02 05:00:00,26,93.47,51.9,0,1008,ci4yfbbdb000d03zzoq8kjdl0,16.5,San Francisco
