timestamp,airquality_raw,dust,humidity,light,sound,source,temperature,city
2015-01-15 10:00:00,41,3177.61,51.9,531,2624,ci4yfbbdb000d03zzoq8kjdl0,22.2,San Francisco
2015-01-15 11:00:00,22,2948.68,51.1,829,1800,ci4yfbbdb000d03zzoq8kjdl0,18.7,San Francisco
2015-01-15 12:00:00,23,3958.72,48.5,8269,1900,ci4yfbbdb000d03zzoq8kjdl0,22.2,San Francisco
2015-01-15 13:00:00,23,4904.53,42.0,3201,1904,ci4yfbbdb000d03zzoq8kjdl0,22.2,San Francisco
2015-01-15 14:00:00,21,4808.42,44.6,510,1844,ci4yfbbdb000d03zzoq8kjdl0,20.2,San Francisco
2015-01-15 15:00:00,22,5000.79,48.0,270,2036,ci4yfbbdb000d03zzoq8kjdl0,19.2,San Francisco
2015-01-15 16:00:00,23,3451.53,47.7,79,1896,ci4yfbbdb000d03zzoq8kjdl0,18.6,San Francisco
2015-01-15 17:00:00,23,6659.12,47.7,14,1940,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-01-15 18:00:00,23,4937.84,46.8,14,1972,ci4yfbbdb000d03zzoq8kjdl0,18.0,San Francisco
2015-01-15 19:00:00,24,42941.71,48.1,14,2364,ci4yfbbdb000d03zzoq8kjdl0,18.3,San Francisco
2015-01-15 20:00:00,24,5157.69,50.9,0,2252,ci4yfbbdb000d03zzoq8kjdl0,17.6,San Francisco
2015-01-15 21:00:00,23,4479.81,55.0,14,1872,ci4yfbbdb000d03zzoq8kjdl0,18.0,San Francisco
2015-01-15 22:00:00,23,11049.11,48.6,0,2000,ci4yfbbdb000d03zzoq8kjdl0,17.9,San Francisco
2015-01-15 23:00:00,23,10335.4,50.6,0,1864,ci4yfbbdb000d03zzoq8kjdl0,17.3,San Francisco
2015-01-16 00:00:00,24,2966.09,52.0,0,1804,ci4yfbbdb000d03zzoq8kjdl0,16.6,San Francisco
2015-01-16 01:00:00,25,4988.57,53.4,14,1904,ci4yfbbdb000d03zzoq8kjdl0,16.2,San Francisco
2015-01-16 02:00:00,23,4811.68,53.8,0,1792,ci4yfbbdb000d03zzoq8kjdl0,16.0,San Francisco
2015-01-16 03:00:00,22,5144.89,54.9,0,1760,ci4yfbbdb000d03zzoq8kjdl0,15.5,San Francisco
2015-01-16 04:00:00,23,4799.48,55.1,0,1760,ci4yfbbdb000d03zzoq8kjdl0,15.7,San Francisco
2015-01-16 05:00:00,23,4602.57,55.6,0,1732,ci4yfbbdb000d03zzoq8kjdl0,15.7,San Francisco
2015-01-16 06:00:00,24,2661.5,56.0,0,1796,ci4yfbbdb000d03zzoq8kjdl0,15.9,San Francisco
2015-01-16 07:00:00,26,2716.53,55.5,40,2000,ci4yfbbdb000d03zzoq8kjdl0,16.7,San Francisco
2015-01-16 08:00:00,28,4870.28,55.6,127,2196,ci4yfbbdb000d03zzoq8kjdl0,16.9,San Francisco
2015-01-16 09:00:00,27,3628.46,55.8,351,1856,ci4yfbbdb000d03zzoq8kjdl0,17.7,San Francisco
2015-01-16 10:00:00,25,6874.95,54.5,491,2272,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
2015-01-16 11:00:00,24,3227.69,53.4,675,1976,ci4yfbbdb000d03zzoq8kjdl0,19.1,San Francisco
2015-01-16 12:00:00,25,2751.15,49.8,725,2264,ci4yfbbdb000d03zzoq8kjdl0,20.0,San Francisco
2015-01-16 13:00:00,26,4514.2,48.2,756,1980,ci4yfbbdb000d03zzoq8kjdl0,20.8,San Francisco
2015-01-16 14:00:00,26,3972.18,46.7,565,2028,ci4yfbbdb000d03zzoq8kjdl0,21.1,San Francisco
2015-01-16 15:00:00,26,3022.82,53.7,253,2080,ci4yfbbdb000d03zzoq8kjdl0,20.9,San Francisco
2015-01-16 16:00:00,27,2787.82,54.4,154,1976,ci4yfbbdb000d03zzoq8kjdl0,20.0,San Francisco
2015-01-16 17:00:00,26,7582.94,57.1,14,2180,ci4yfbbdb000d03zzoq8kjdl0,19.7,San Francisco
2015-01-16 18:00:00,26,9477.99,58.8,14,2516,ci4yfbbdb000d03zzoq8kjdl0,18.6,San Francisco
2015-01-16 19:00:00,27,5224.55,59.2,0,2556,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-01-16 20:00:00,26,2703.86,59.7,0,2316,ci4yfbbdb000d03zzoq8kjdl0,18.0,San Francisco
2015-01-16 21:00:00,25,2995.23,59.2,0,1908,ci4yfbbdb000d03zzoq8kjdl0,17.8,San Francisco
2015-01-16 22:00:00,23,10136.43,58.0,0,2452,ci4yfbbdb000d03zzoq8kjdl0,17.4,San Francisco
2015-01-16 23:00:00,23,11460.49,57.2,0,2052,ci4yfbbdb000d03zzoq8kjdl0,17.4,San Francisco
2015-01-17 00:00:00,24,2626.09,56.1,0,2000,ci4yfbbdb000d03zzoq8kjdl0,17.6,San Francisco
2015-01-17 01:00:00,23,2467.98,56.5,0,1880,ci4yfbbdb000d03zzoq8kjdl0,17.5,San Francisco
2015-01-17 02:00:00,22,2706.39,56.0,0,2016,ci4yfbbdb000d03zzoq8kjdl0,17.2,San Francisco
2015-01-17 03:00:00,22,2942.77,56.0,0,1776,ci4yfbbdb000d03zzoq8kjdl0,17.2,San Francisco
2015-01-17 04:00:00,22,2393.29,56.2,0,1820,ci4yfbbdb000d03zzoq8kjdl0,17.0,San Francisco
2015-01-17 05:00:00,21,4530.79,56.4,0,1856,ci4yfbbdb000d03zzoq8kjdl0,16.7,San Francisco
2015-01-17 06:00:00,22,2443.29,56.3,0,1808,ci4yfbbdb000d03zzoq8kjdl0,16.6,San Francisco
2015-01-17 07:00:00,23,2597.69,56.3,68,2048,ci4yfbbdb000d03zzoq8kjdl0,17.0,San Francisco
2015-01-17 08:00:00,23,5052.3,55.0,103,2052,ci4yfbbdb000d03zzoq8kjdl0,17.5,San Francisco
2015-01-17 09:00:00,26,9390.0,53.8,220,2152,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-01-17 10:00:00,22,3845.26,52.7,380,2220,ci4yfbbdb000d03zzoq8kjdl0,18.7,San Francisco
2015-01-17 11:00:00,23,4931.1,53.1,539,1888,ci4yfbbdb000d03zzoq8kjdl0,19.3,San Francisco
2015-01-17 12:00:00,28,8336.13,52.5,11350,2308,ci4yfbbdb000d03zzoq8kjdl0,27.6,San Francisco
2015-01-17 13:00:00,28,2372.18,43.3,9531,1916,ci4yfbbdb000d03zzoq8kjdl0,28.7,San Francisco
2015-01-17 14:00:00,25,4410.48,47.9,554,1984,ci4yfbbdb000d03zzoq8kjdl0,21.7,San Francisco
2015-01-17 15:00:00,23,2399.86,50.1,209,1984,ci4yfbbdb000d03zzoq8kjdl0,20.8,San Francisco
2015-01-17 16:00:00,25,2410.42,50.8,147,1856,ci4yfbbdb000d03zzoq8kjdl0,19.9,San Francisco
2015-01-17 17:00:00,24,3753.7,52.7,28,2080,ci4yfbbdb000d03zzoq8kjdl0,19.5,San Francisco
2015-01-17 18:00:00,25,3345.65,54.5,0,1984,ci4yfbbdb000d03zzoq8kjdl0,18.8,San Francisco
2015-01-17 19:00:00,25,4925.73,55.8,0,2132,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
2015-01-17 20:00:00,25,5014.07,56.1,14,1984,ci4yfbbdb000d03zzoq8kjdl0,17.9,San Francisco
2015-01-17 21:00:00,25,4904.79,55.8,0,1948,ci4yfbbdb000d03zzoq8kjdl0,18.3,San Francisco
2015-01-17 22:00:00,24,5347.28,56.0,0,1880,ci4yfbbdb000d03zzoq8kjdl0,18.2,San Francisco
2015-01-17 23:00:00,29,13941.32,55.6,0,2460,ci4yfbbdb000d03zzoq8kjdl0,18.8,San Francisco
2015-01-18 00:00:00,30,2646.86,54.5,0,1852,ci4yfbbdb000d03zzoq8kjdl0,18.9,San Francisco
2015-01-18 01:00:00,30,2444.2,54.5,14,1884,ci4yfbbdb000d03zzoq8kjdl0,19.1,San Francisco
2015-01-18 02:00:00,29,2657.01,56.3,0,1812,ci4yfbbdb000d03zzoq8kjdl0,19.1,San Francisco
2015-01-18 03:00:00,25,4581.05,56.6,14,1760,ci4yfbbdb000d03zzoq8kjdl0,18.3,San Francisco
