timestamp,airquality_raw,dust,humidity,light,sound,source,temperature,city
2015-01-15 10:00:00,21,-1.0,44.8,1,1092,ci4yfbbdb000d03zzoq8kjdl0,17.5,San Francisco
2015-01-15 11:00:00,20,346.65,47.1,319,1064,ci4yfbbdb000d03zzoq8kjdl0,17.4,San Francisco
2015-01-15 12:00:00,20,58.54,39.9,413,1072,ci4yfbbdb000d03zzoq8kjdl0,18.6,San Francisco
2015-01-15 13:00:00,20,278.05,39.0,474,1120,ci4yfbbdb000d03zzoq8kjdl0,20.2,San Francisco
2015-01-15 14:00:00,20,209.26,40.6,253,1044,ci4yfbbdb000d03zzoq8kjdl0,19.2,San Francisco
2015-01-15 15:00:00,20,278.18,44.0,50,1088,ci4yfbbdb000d03zzoq8kjdl0,18.5,San Francisco
2015-01-15 16:00:00,21,315.93,45.8,0,1012,ci4yfbbdb000d03zzoq8kjdl0,17.8,San Francisco
2015-01-15 17:00:00,21,253.3,46.0,0,1100,ci4yfbbdb000d03zzoq8kjdl0,17.8,San Francisco
2015-01-15 18:00:00,21,251.59,45.6,0,1104,ci4yfbbdb000d03zzoq8kjdl0,17.6,San Francisco
2015-01-15 19:00:00,22,288.46,46.1,0,1132,ci4yfbbdb000d03zzoq8kjdl0,17.3,San Francisco
2015-01-15 20:00:00,21,210.75,47.5,0,1108,ci4yfbbdb000d03zzoq8kjdl0,17.1,San Francisco
2015-01-15 21:00:00,21,236.47,47.8,0,1108,ci4yfbbdb000d03zzoq8kjdl0,17.3,San Francisco
2015-01-15 22:00:00,20,225.15,47.1,0,1100,ci4yfbbdb000d03zzoq8kjdl0,17.2,San Francisco
2015-01-15 23:00:00,22,257.93,48.6,0,1088,ci4yfbbdb000d03zzoq8kjdl0,16.6,San Francisco
2015-01-16 00:00:00,22,255.91,50.5,0,1092,ci4yfbbdb000d03zzoq8kjdl0,16.1,San Francisco
2015-01-16 01:00:00,22,300.04,51.8,0,1048,ci4yfbbdb000d03zzoq8kjdl0,15.8,San Francisco
2015-01-16 02:00:00,22,291.38,52.9,0,1104,ci4yfbbdb000d03zzoq8kjdl0,15.5,San Francisco
2015-01-16 03:00:00,20,252.82,53.8,0,1060,ci4yfbbdb000d03zzoq8kjdl0,15.3,San Francisco
2015-01-16 04:00:00,21,283.21,54.1,0,1100,ci4yfbbdb000d03zzoq8kjdl0,15.1,San Francisco
2015-01-16 05:00:00,22,285.43,54.1,0,1068,ci4yfbbdb000d03zzoq8kjdl0,15.5,San Francisco
2015-01-16 06:00:00,22,286.32,55.3,0,1052,ci4yfbbdb000d03zzoq8kjdl0,15.5,San Francisco
2015-01-16 07:00:00,23,301.6,54.2,0,1052,ci4yfbbdb000d03zzoq8kjdl0,15.9,San Francisco
2015-01-16 08:00:00,25,186.74,54.2,6,1108,ci4yfbbdb000d03zzoq8kjdl0,16.5,San Francisco
2015-01-16 09:00:00,24,351.33,54.4,92,1112,ci4yfbbdb000d03zzoq8kjdl0,16.8,San Francisco
2015-01-16 10:00:00,23,311.17,52.5,92,1100,ci4yfbbdb000d03zzoq8kjdl0,17.7,San Francisco
2015-01-16 11:00:00,23,415.66,49.0,185,1024,ci4yfbbdb000d03zzoq8kjdl0,18.0,San Francisco
2015-01-16 12:00:00,22,364.33,46.5,185,1132,ci4yfbbdb000d03zzoq8kjdl0,19.0,San Francisco
2015-01-16 13:00:00,24,362.64,46.2,191,1196,ci4yfbbdb000d03zzoq8kjdl0,20.0,San Francisco
2015-01-16 14:00:00,24,262.25,45.3,105,1088,ci4yfbbdb000d03zzoq8kjdl0,20.8,San Francisco
2015-01-16 15:00:00,24,204.55,46.2,112,1088,ci4yfbbdb000d03zzoq8kjdl0,19.9,San Francisco
2015-01-16 16:00:00,25,247.92,52.9,6,1100,ci4yfbbdb000d03zzoq8kjdl0,19.7,San Francisco
2015-01-16 17:00:00,24,389.5,54.2,0,1140,ci4yfbbdb000d03zzoq8kjdl0,18.4,San Francisco
2015-01-16 18:00:00,24,410.68,56.6,0,1144,ci4yfbbdb000d03zzoq8kjdl0,18.1,San Francisco
2015-01-16 19:00:00,25,381.69,58.3,0,1124,ci4yfbbdb000d03zzoq8kjdl0,17.8,San Francisco
